data,id_cliente,quantidade_boleto,quantidade_payout,quantidade_payin
2023-11-24,102,2,7,8
2023-11-29,80,1,4,0
2023-12-19,81,1,3,4
2023-11-05,110,6,4,4
2023-12-28,85,9,7,8
2023-11-12,100,7,9,6
2023-11-21,77,7,7,5
2023-12-16,86,10,8,9
2024-01-11,43,3,2,3
2023-10-13,63,12,5,12
2023-11-09,39,1,1,0
2023-10-14,42,6,6,6
2023-10-07,53,2,5,4
2023-11-06,16,3,5,4
2023-12-30,12,9,1,4
2024-01-20,45,3,5,2
2023-12-29,56,7,4,4
2024-01-18,4,2,3,2
2023-11-30,60,4,2,3
2024-01-24,46,6,2,5
2023-10-06,59,3,2,2
2023-12-24,5,13,8,14
2023-12-03,32,7,3,10
2023-10-24,58,1,4,2
2023-12-26,19,3,5,4
2024-01-29,42,6,6,10
2023-10-29,66,2,3,4
2023-11-26,35,2,4,4
2023-10-29,61,12,8,10
2023-12-13,66,5,2,2
2024-01-18,55,1,3,1
2023-12-14,24,3,1,2
2024-01-06,52,6,3,3
2023-11-10,47,2,2,3
2024-01-05,66,3,1,1
2024-01-24,68,7,6,5
2023-12-10,43,4,2,0
2023-11-02,3,5,5,5
2024-01-24,70,4,4,6
2023-11-04,8,7,12,2
2023-10-06,24,4,4,2
2024-01-07,20,8,2,9
2023-12-04,67,7,6,4
2023-12-13,107,3,1,2
2023-12-08,90,10,6,3
2023-10-09,103,3,4,1
2023-11-01,92,2,1,0
2023-11-26,102,6,7,7
2023-11-29,78,3,1,2
2023-11-25,84,3,2,0
2023-12-08,93,4,6,7
2023-10-22,115,3,7,3
2023-11-10,93,6,1,5
2024-01-16,82,4,7,12
2023-10-04,98,6,4,1
2023-11-26,93,6,5,1
2023-12-20,91,7,4,5
2023-11-09,79,3,5,5
2024-01-22,97,10,10,10
2023-12-20,87,8,7,9
2024-01-27,1,3,5,8
2023-12-13,4,1,0,1
2023-11-18,22,2,2,5
2024-01-10,72,5,1,3
2023-10-01,19,5,5,6
2023-10-17,67,3,10,4
2023-11-19,46,2,3,5
2024-01-29,25,0,5,4
2023-11-08,57,11,8,11
2023-10-17,30,11,4,5
2023-10-07,57,2,13,8
2023-12-23,52,5,6,3
2024-01-02,70,8,4,2
2023-12-27,65,2,1,1
2024-01-05,23,4,7,3
2023-10-03,72,3,1,1
2023-12-13,32,5,7,8
2023-12-05,60,3,4,2
2024-01-21,63,6,12,10
2023-10-11,67,1,10,8
2023-12-05,27,9,7,6
2023-12-05,37,5,10,9
2024-01-25,11,7,10,10
2023-10-31,49,7,1,11
2023-10-29,58,3,4,2
2024-01-24,9,6,5,6
2024-01-01,22,3,2,2
2024-01-26,37,2,8,6
2023-12-28,66,2,0,2
2023-11-25,9,3,6,10
2023-10-25,47,0,2,3
2023-12-19,58,3,5,4
2024-01-06,26,4,2,1
2023-10-30,99,1,1,1
2023-12-25,98,6,6,10
2023-10-04,85,7,3,8
2023-11-25,102,8,7,12
2023-10-25,110,4,0,2
2023-12-11,87,12,3,8
2024-01-19,96,1,4,3
2023-11-16,117,13,6,8
2024-01-16,103,4,5,3
2023-11-05,87,5,4,6
2023-11-05,80,5,1,2
2023-11-01,87,6,4,13
2023-11-25,82,4,4,5
2024-01-10,96,2,1,1
2023-12-17,80,1,2,1
2024-01-29,97,9,5,7
2024-01-16,42,3,3,4
2023-10-02,11,6,2,4
2023-11-30,69,2,3,0
2023-10-17,46,4,2,0
2024-01-04,39,3,3,3
2023-11-17,42,9,5,2
2023-10-23,26,4,1,2
2023-12-18,67,5,5,7
2024-01-10,71,3,9,5
2023-11-12,52,9,7,2
2023-11-03,24,3,4,1
2023-12-05,46,1,3,1
2023-12-15,56,10,3,15
2023-11-07,65,4,2,0
2023-10-24,37,3,3,4
2023-11-12,37,6,5,1
2023-12-16,46,1,1,5
2023-12-21,50,4,4,3
2023-10-05,11,4,4,6
2023-12-16,69,5,1,2
2023-12-26,49,6,4,6
2024-01-17,39,0,1,0
2023-10-25,14,2,0,2
2023-10-03,70,5,4,3
2023-10-31,47,2,2,2
2024-01-16,65,3,1,2
2023-12-23,15,1,3,2
2024-01-22,6,3,3,2
2023-12-12,19,2,4,8
2024-01-07,23,7,3,4
2023-12-14,56,4,7,7
2023-12-02,18,2,5,4
2023-11-18,64,1,0,0
2023-11-07,61,9,12,9
2023-12-23,27,7,3,4
2023-12-13,72,3,3,2
2024-01-21,5,7,11,9
2023-11-01,63,6,12,11
2024-01-08,103,1,2,4
2023-10-23,81,3,0,1
2023-12-02,101,4,2,6
2023-10-29,100,5,8,6
2024-01-19,95,4,12,8
2023-12-21,92,1,2,2
2023-11-24,82,7,3,7
2024-01-09,91,4,1,5
2024-01-11,92,3,5,2
2023-11-07,110,2,4,3
2023-10-16,114,3,5,3
2024-01-16,85,7,5,4
2024-01-13,90,5,11,4
2023-11-23,89,4,7,5
2023-11-11,98,6,4,6
2023-10-26,76,9,2,4
2023-11-12,86,4,8,13
2023-12-27,80,1,3,2
2023-10-14,86,8,6,6
2024-01-23,90,5,8,2
2023-10-14,11,8,13,7
2024-01-06,59,5,2,3
2024-01-25,18,3,3,2
2023-12-08,64,2,1,0
2024-01-20,5,12,17,8
2023-12-01,65,4,1,3
2024-01-27,44,1,3,3
2023-12-17,33,3,4,5
2024-01-02,63,10,5,6
2023-12-17,48,3,1,2
2023-11-04,32,5,6,11
2024-01-26,52,4,3,9
2023-10-05,49,5,7,5
2023-11-05,49,5,4,5
2024-01-04,74,7,4,9
2024-01-16,31,3,4,5
2024-01-27,49,4,3,2
2023-12-11,57,4,6,9
2023-10-15,56,5,5,5
2023-12-03,73,4,9,4
2023-12-12,55,2,2,5
2024-01-16,18,5,1,0
2023-10-20,32,11,9,6
2024-01-22,18,6,3,6
2023-12-05,43,4,3,5
2023-11-18,61,13,8,6
2023-12-28,74,7,7,5
2023-11-02,93,4,4,5
2023-12-24,85,7,5,13
2024-01-12,103,4,3,2
2023-10-05,97,7,3,4
2023-11-11,85,9,4,5
2023-12-18,86,10,10,5
2023-12-01,91,7,7,3
2023-11-06,95,8,7,7
2023-11-28,88,4,2,2
2023-10-21,87,4,7,4
2024-01-03,82,2,10,2
2023-10-26,97,9,7,9
2024-01-05,87,15,9,9
2023-12-02,79,6,6,2
2024-01-02,87,10,7,5
2023-11-01,111,10,13,11
2023-10-08,111,6,7,7
2024-01-01,80,1,1,3
2024-01-13,98,4,5,3
2024-01-13,95,4,10,1
2023-11-12,93,5,2,2
2023-12-03,104,37,39,38
2023-10-13,86,2,4,5
2023-12-09,81,5,7,3
2023-11-10,76,4,9,6
2024-01-17,99,2,1,2
2023-10-25,97,9,5,3
2023-12-13,87,8,6,5
2023-12-25,83,5,1,1
2023-12-06,85,7,5,6
2023-11-18,100,5,11,7
2023-12-07,27,9,6,4
2023-10-30,43,3,2,6
2023-12-07,30,2,8,7
2023-12-28,31,3,3,8
2023-11-29,35,3,7,6
2023-10-04,11,5,7,6
2023-11-28,4,1,2,1
2024-01-09,22,1,5,1
2023-10-01,21,8,6,4
2023-12-10,67,3,3,8
2023-10-04,70,6,2,5
2023-10-24,27,8,7,7
2023-10-21,26,1,2,3
2024-01-22,35,2,1,3
2023-10-07,31,6,6,3
2023-10-12,53,6,2,3
2024-01-16,59,0,2,1
2023-11-08,24,1,2,2
2023-12-16,14,0,4,1
2024-01-10,7,2,5,4
2024-01-18,58,3,0,6
2023-12-12,68,2,3,3
2023-11-25,5,7,9,8
2023-11-10,52,3,7,5
2023-11-11,46,2,3,3
2023-11-27,43,2,6,5
2023-11-25,16,5,2,10
2023-11-12,31,3,6,4
2023-12-22,38,5,9,8
2024-01-10,1,9,13,9
2023-10-24,33,3,1,2
2023-12-11,30,4,5,3
2024-01-12,17,1,3,2
2024-01-18,38,4,9,5
2023-11-21,40,2,3,4
2023-11-02,58,4,2,3
2023-12-16,8,2,5,3
2023-11-21,19,6,6,8
2023-12-05,18,1,3,3
2024-01-25,8,6,5,5
2023-12-11,70,1,5,2
2023-12-01,102,5,4,5
2024-01-29,76,6,6,12
2023-10-26,85,8,7,6
2023-10-15,116,2,7,11
2023-11-22,91,3,5,7
2023-11-02,95,8,5,5
2023-12-02,81,1,3,2
2023-11-15,91,11,6,10
2023-11-04,111,5,3,12
2024-01-11,86,8,5,5
2023-12-16,75,5,6,8
2023-10-07,87,11,7,7
2023-10-09,78,7,4,5
2023-11-18,90,10,5,2
2023-12-26,79,2,7,4
2023-12-14,111,6,6,6
2023-11-17,77,7,8,8
2023-11-07,94,1,1,1
2023-11-30,111,9,5,5
2023-12-25,85,6,5,2
2023-12-12,99,1,0,2
2023-12-29,35,1,5,1
2024-01-23,5,7,3,7
2024-01-29,4,1,3,1
2023-12-15,27,8,6,8
2024-01-27,41,6,10,7
2023-11-06,1,7,4,5
2024-01-08,53,2,1,2
2023-12-20,2,6,5,12
2024-01-11,1,10,4,5
2023-12-19,15,3,2,5
2023-11-01,65,1,2,5
2023-12-18,22,1,0,1
2023-12-08,58,6,1,0
2023-10-28,18,3,2,1
2024-01-14,47,1,2,0
2024-01-02,61,11,10,7
2024-01-16,67,3,2,4
2023-11-07,63,8,12,12
2023-11-25,20,9,10,8
2023-12-31,26,1,3,3
2023-10-10,40,2,2,0
2023-11-14,66,1,1,5
2023-12-06,14,4,4,0
2023-10-21,74,14,5,14
2023-11-27,62,2,5,3
2023-12-15,69,3,2,1
2024-01-17,53,2,0,7
2023-11-30,70,5,3,5
2023-12-26,32,10,9,8
2024-01-07,66,3,2,3
2023-10-19,11,6,5,9
2023-12-06,17,3,5,3
2023-10-04,53,4,7,2
2023-12-10,46,3,2,3
2023-11-25,2,10,3,5
2023-11-18,92,1,1,2
2023-10-05,95,7,11,9
2023-12-02,105,19,20,14
2023-11-17,76,8,7,7
2023-11-16,88,2,2,4
2023-10-18,116,5,6,4
2023-12-05,80,1,0,1
2023-11-23,93,4,4,5
2023-12-14,105,24,23,24
2023-12-25,99,2,3,0
2023-12-19,98,4,8,7
2023-10-23,84,2,2,6
2024-01-05,85,9,7,9
2023-11-08,117,12,15,8
2023-12-27,89,9,6,8
2023-10-18,91,5,6,8
2023-12-25,103,3,5,7
2023-12-11,102,6,5,8
2023-10-29,89,8,7,2
2023-11-04,115,5,5,4
2023-12-01,87,4,7,7
2023-11-19,101,2,8,6
2024-01-10,79,8,3,5
2023-10-07,85,7,7,8
2023-11-22,30,5,3,6
2023-12-09,32,11,6,8
2023-11-18,32,8,7,8
2023-10-28,30,1,5,1
2023-12-07,74,4,4,1
2024-01-02,1,6,7,1
2023-10-19,59,1,1,2
2024-01-01,11,6,6,2
2023-11-09,63,4,9,9
2023-12-11,9,3,5,10
2024-01-13,37,9,5,3
2023-11-20,53,1,5,2
2023-10-23,16,5,12,5
2023-10-02,36,5,4,3
2023-12-06,20,6,7,8
2024-01-09,74,3,4,11
2023-10-31,42,12,8,6
2023-11-13,59,2,3,6
2023-10-16,41,5,10,11
2023-10-10,24,4,3,3
2024-01-04,67,5,3,6
2024-01-21,46,3,5,3
2023-11-26,65,0,1,2
2023-12-30,29,7,3,5
2024-01-21,54,4,5,4
2023-11-26,64,0,2,2
2023-11-23,31,5,9,6
2023-12-18,17,2,1,1
2023-11-13,47,1,2,0
2023-11-08,60,1,5,0
2023-11-08,33,1,3,3
2023-11-05,31,4,7,5
2023-12-27,5,8,8,3
2023-12-26,50,3,2,8
2023-11-28,42,5,7,6
2024-01-14,72,4,3,3
2024-01-10,62,3,3,1
2023-12-15,61,9,5,10
2024-01-23,18,4,6,1
2024-01-05,60,4,3,1
2023-11-09,67,6,7,6
2023-12-18,7,4,3,4
2024-01-27,91,3,3,8
2023-12-17,87,10,13,9
2023-12-30,77,8,11,4
2023-11-29,98,4,3,6
2023-11-26,110,5,4,1
2023-10-12,75,7,6,15
2023-11-11,103,4,2,0
2023-12-02,102,6,5,5
2023-11-07,86,6,8,9
2024-01-16,75,5,10,6
2023-12-06,82,8,5,11
2024-01-27,92,3,2,3
2023-10-31,82,4,8,2
2023-11-18,81,1,3,2
2023-10-03,99,2,0,1
2023-10-16,99,0,1,3
2024-01-27,82,3,3,10
2024-01-19,97,10,9,9
2023-12-26,115,8,4,1
2024-01-10,102,6,7,3
2023-11-05,97,7,3,7
2024-01-16,93,5,3,5
2023-10-01,110,3,6,2
2023-11-09,117,12,8,17
2023-10-25,94,1,4,2
2023-10-30,98,5,6,2
2024-01-05,94,1,0,1
2023-10-29,103,3,5,5
2023-11-23,85,2,3,2
2023-12-02,56,4,5,8
2023-12-01,26,0,6,2
2023-10-21,15,2,3,1
2024-01-14,54,5,6,4
2024-01-23,68,8,8,3
2024-01-19,49,5,4,7
2024-01-30,21,9,4,6
2023-12-14,46,1,3,5
2024-01-23,64,3,2,1
2023-10-28,72,1,1,5
2023-12-26,37,3,3,6
2023-12-23,29,4,5,4
2023-12-11,12,5,5,9
2023-12-31,41,11,10,6
2023-12-08,67,4,2,7
2024-01-18,45,5,4,5
2024-01-24,72,2,1,0
2023-11-29,26,3,0,4
2023-11-07,59,2,3,3
2023-12-04,29,2,3,9
2023-11-27,33,4,2,5
2024-01-02,41,4,5,11
2023-12-08,15,0,3,2
2023-11-26,27,4,7,2
2023-11-03,42,5,4,4
2023-10-06,40,3,0,1
2023-11-19,50,5,5,4
2023-11-01,8,9,5,6
2024-01-12,42,5,5,3
2024-01-08,47,0,4,1
2024-01-27,40,2,1,1
2023-10-08,65,2,1,2
2023-10-18,83,2,2,3
2023-10-04,114,1,2,5
2023-10-11,86,5,7,6
2023-10-29,87,6,3,13
2023-10-05,93,4,3,2
2023-10-16,93,3,4,6
2023-11-18,107,4,4,1
2024-01-14,84,5,2,1
2023-11-01,116,4,1,6
2024-01-18,76,1,7,8
2023-11-18,114,3,2,3
2023-12-27,93,7,4,4
2023-11-03,78,6,5,1
2023-11-08,110,2,1,2
2023-12-30,97,14,5,5
2023-11-02,115,5,2,3
2023-12-28,26,7,6,2
2023-12-06,38,4,5,9
2023-11-19,74,13,4,4
2023-12-29,58,3,5,1
2023-10-09,8,8,8,5
2024-01-10,44,2,3,3
2023-12-03,43,5,4,8
2023-11-25,60,0,4,2
2024-01-26,11,9,4,8
2023-10-08,8,4,10,11
2024-01-28,24,0,2,4
2023-12-03,20,7,3,5
2023-11-13,62,2,3,3
2023-10-13,3,5,7,4
2023-12-27,4,0,3,2
2023-12-07,57,7,8,5
2023-12-23,37,7,6,2
2023-10-04,35,0,3,8
2023-10-08,49,5,8,2
2023-10-18,70,7,5,3
2023-11-09,36,4,3,2
2024-01-13,5,7,10,3
2024-01-01,46,2,2,4
2023-10-17,18,3,6,9
2023-12-25,72,3,3,3
2023-11-18,8,4,8,10
2023-12-05,111,4,12,10
2023-10-01,84,3,5,6
2023-11-29,102,11,10,5
2023-12-21,77,8,10,6
2023-12-01,117,8,13,9
2023-11-11,92,5,3,1
2023-10-06,80,1,3,1
2023-10-14,81,2,1,0
2023-12-10,101,3,9,5
2023-11-21,98,9,9,5
2024-01-23,78,4,4,3
2023-11-18,87,9,5,6
2024-01-19,84,3,4,0
2024-01-12,77,11,3,12
2023-10-20,94,1,2,3
2023-12-16,94,2,2,3
2023-11-13,79,7,8,9
2024-01-28,94,0,3,2
2024-01-12,99,1,0,0
2023-11-04,26,3,2,2
2023-11-09,42,4,10,8
2023-11-01,61,7,2,7
2024-01-02,52,3,1,3
2024-01-24,55,4,1,2
2023-12-28,52,7,7,1
2023-10-02,3,7,10,5
2023-10-30,16,1,10,5
2023-11-27,46,3,6,4
2023-11-30,8,9,8,6
2024-01-09,54,5,4,5
2023-11-05,39,1,1,1
2023-11-30,41,7,15,7
2023-12-01,72,2,4,0
2023-12-12,7,3,8,1
2023-11-01,1,3,7,9
2023-11-29,70,1,3,2
2023-11-19,33,4,6,4
2023-12-29,61,11,3,2
2023-12-04,70,3,6,6
2023-11-11,24,1,3,4
2023-11-17,13,2,6,3
2024-01-22,12,11,9,5
2024-01-28,32,7,4,9
2024-01-05,1,5,6,6
2024-01-06,18,3,3,1
2024-01-21,31,5,8,5
2023-11-30,9,5,6,8
2024-01-14,22,6,2,4
2023-11-22,65,3,2,4
2023-10-12,7,7,6,3
2023-12-29,47,3,2,0
2023-12-14,11,13,9,8
2023-12-19,11,8,5,3
2023-11-05,53,2,2,2
2023-12-30,92,4,3,2
2023-10-14,85,10,8,9
2023-10-04,97,4,6,3
2023-11-13,92,3,0,2
2024-01-27,96,4,6,1
2023-10-02,101,2,7,3
2024-01-14,98,5,8,1
2023-12-04,76,6,8,10
2023-11-04,103,1,2,3
2023-12-17,77,7,12,3
2024-01-03,97,5,7,10
2024-01-17,82,8,10,7
2024-01-05,93,3,3,8
2023-12-18,75,3,7,6
2023-11-28,78,4,2,6
2023-12-13,92,2,0,0
2023-11-02,99,0,3,2
2024-01-20,85,5,5,7
2023-11-15,98,5,3,4
2024-01-05,77,9,5,5
2023-10-07,98,5,10,5
2023-11-29,77,4,6,5
2023-12-24,86,9,7,8
2024-01-13,97,5,2,9
2024-01-15,115,5,3,1
2024-01-29,82,6,6,8
2023-11-06,94,0,1,4
2023-10-24,103,4,4,3
2023-12-20,83,5,3,0
2024-01-13,30,6,5,10
2023-12-10,41,5,5,12
2023-10-08,43,4,2,3
2023-11-11,5,11,2,8
2024-01-30,52,4,2,8
2024-01-15,21,9,14,5
2023-12-11,7,4,8,8
2024-01-03,59,4,4,4
2023-12-24,38,7,8,4
2023-12-06,37,3,8,2
2024-01-19,31,3,10,2
2023-11-19,18,1,3,3
2024-01-18,60,3,2,1
2024-01-16,2,10,9,3
2024-01-07,14,2,3,2
2024-01-07,65,1,4,2
2023-11-13,7,4,2,7
2023-10-10,70,1,4,2
2024-01-28,6,5,2,5
2023-11-18,16,6,4,4
2024-01-08,9,3,8,6
2023-10-04,74,7,15,12
2023-10-27,49,11,2,2
2023-12-24,64,0,5,2
2024-01-16,74,9,10,10
2023-12-21,7,8,4,3
2023-12-18,33,4,3,1
2024-01-19,74,10,4,8
2024-01-07,64,2,1,3
2024-01-10,59,1,2,3
2023-11-08,4,5,1,1
2024-01-14,57,6,5,11
2023-10-09,56,10,9,6
2023-12-08,74,5,5,4
2023-11-02,67,3,4,7
2023-10-10,64,0,1,3
2024-01-10,30,5,3,7
2023-12-26,100,10,7,12
2023-10-13,87,11,8,3
2024-01-05,79,8,9,7
2023-11-10,78,5,6,7
2023-12-07,82,13,7,3
2024-01-16,100,7,11,7
2024-01-01,114,0,3,6
2023-11-21,79,5,3,4
2023-12-08,114,2,3,6
2023-11-18,82,6,6,5
2023-12-10,75,9,5,5
2023-10-08,101,5,5,3
2023-11-20,76,7,8,3
2024-01-12,76,4,10,10
2023-12-18,82,8,10,10
2023-12-19,77,4,4,7
2023-11-05,99,1,1,0
2024-01-15,94,0,3,1
2023-10-20,110,4,5,2
2024-01-07,77,11,8,5
2023-12-28,50,7,5,2
2024-01-13,3,9,6,3
2023-12-04,41,9,5,7
2023-12-26,16,6,12,6
2023-10-07,67,4,5,7
2023-12-31,27,9,4,4
2023-11-16,52,6,4,7
2023-12-13,64,2,1,0
2023-12-04,48,5,3,1
2023-11-30,14,1,1,4
2023-12-21,17,1,8,0
2023-12-26,46,3,4,0
2023-12-20,3,10,9,5
2023-11-18,48,2,4,1
2023-11-22,61,8,9,8
2023-11-05,19,6,5,2
2023-10-22,74,8,10,7
2024-01-24,50,4,7,5
2023-12-14,42,5,10,3
2023-12-21,32,5,13,7
2023-11-10,57,11,8,10
2023-12-28,67,9,6,4
2023-10-08,66,2,1,0
2023-12-14,54,7,4,9
2023-12-18,18,2,4,4
2023-12-05,58,3,1,5
2023-12-18,65,1,2,2
2023-11-20,33,3,4,4
2023-11-16,72,5,5,2
2023-10-09,52,5,5,7
2024-01-13,20,7,6,9
2023-11-15,24,1,3,1
2024-01-29,68,2,6,4
2024-01-18,50,6,1,7
2023-10-31,2,9,8,5
2023-12-18,60,4,2,3
2023-11-17,59,3,5,2
2023-11-22,48,2,1,0
2023-12-04,3,2,7,11
2024-01-17,92,3,0,2
2024-01-05,103,3,3,1
2023-12-04,77,8,7,6
2024-01-23,84,2,6,2
2023-12-13,113,12,11,10
2023-12-16,98,2,7,6
2023-11-09,114,2,4,3
2024-01-15,98,7,7,7
2023-10-09,77,10,3,8
2023-12-11,84,4,4,3
2023-12-14,86,4,7,4
2023-11-09,76,4,6,6
2024-01-09,89,5,5,5
2023-12-22,117,7,12,12
2023-11-23,115,6,3,4
2024-01-24,83,1,2,3
2023-10-01,101,5,4,5
2024-01-29,87,9,4,11
2023-10-11,99,1,0,0
2023-11-07,77,3,3,9
2024-01-25,4,1,2,2
2024-01-05,17,3,1,0
2023-11-05,32,5,10,14
2023-12-17,8,5,7,2
2023-11-23,15,0,2,3
2023-10-11,64,3,2,2
2023-11-22,16,6,7,2
2023-11-11,47,3,6,2
2024-01-25,34,5,2,6
2023-10-27,31,10,7,3
2024-01-22,38,11,7,5
2023-12-14,33,0,1,3
2024-01-05,14,1,1,4
2023-12-12,59,1,0,1
2024-01-23,58,8,7,3
2023-12-12,53,0,5,2
2024-01-02,67,3,4,4
2024-01-05,56,8,11,5
2023-12-05,38,4,6,7
2024-01-09,30,8,2,7
2023-11-24,74,4,4,7
2024-01-16,71,6,8,3
2024-01-10,2,6,7,2
2024-01-09,12,2,3,7
2024-01-04,55,1,2,2
2023-11-10,27,9,3,5
2024-01-25,55,1,2,1
2024-01-15,71,6,5,5
2023-12-10,31,3,4,4
2023-12-03,3,5,6,8
2024-01-07,43,5,3,4
2023-12-24,37,5,4,4
2023-12-26,66,3,1,2
2024-01-05,68,9,7,6
2024-01-20,44,1,2,1
2023-11-28,75,6,11,8
2023-12-11,79,5,5,8
2024-01-23,91,7,3,4
2023-10-26,95,6,7,10
2024-01-22,80,3,1,2
2023-10-30,87,10,4,9
2023-10-17,101,1,5,5
2024-01-05,78,2,10,3
2023-11-06,93,4,4,8
2023-10-01,87,8,9,5
2023-11-10,85,9,7,8
2023-12-29,96,5,4,4
2023-10-26,75,4,4,5
2023-10-02,91,5,3,3
2023-12-26,91,3,7,3
2024-01-30,80,1,3,1
2023-10-11,76,12,8,4
2023-11-17,93,4,4,4
2023-10-31,52,6,6,2
2024-01-12,61,7,10,6
2024-01-03,21,10,11,5
2023-11-04,57,11,6,9
2024-01-18,52,7,4,6
2024-01-19,2,11,9,5
2023-10-21,29,5,6,7
2024-01-29,47,2,1,0
2023-11-28,36,2,3,3
2023-11-21,43,1,7,3
2023-11-03,8,6,8,9
2023-10-03,3,7,9,1
2024-01-12,32,9,11,4
2023-12-06,26,3,2,3
2024-01-16,7,4,6,5
2023-12-15,43,3,3,3
2023-12-07,33,1,0,1
2023-11-08,11,8,7,7
2023-12-13,31,6,6,1
2024-01-10,56,8,5,4
2023-11-23,56,11,12,4
2024-01-12,12,6,8,7
2024-01-04,26,3,3,4
2023-10-22,14,3,2,0
2023-12-19,74,14,13,9
2023-11-13,32,5,8,9
2024-01-22,49,5,3,5
2023-12-20,32,5,4,10
2024-01-08,49,4,5,6
2023-10-09,16,6,5,4
2023-11-08,15,3,5,1
2023-12-30,49,2,1,8
2023-10-28,54,6,7,6
2023-11-05,48,1,1,2
2023-11-04,13,7,2,4
2024-01-09,50,5,5,8
2023-12-06,66,2,1,4
2024-01-25,23,2,4,3
2024-01-18,9,10,13,8
2023-11-16,21,5,8,5
2023-12-27,15,4,3,4
2023-11-07,95,4,9,12
2023-12-25,88,3,8,5
2023-12-07,90,5,6,8
2024-01-01,117,13,7,11
2024-01-04,75,9,7,3
2023-12-15,88,4,0,2
2024-01-26,79,3,6,4
2023-11-04,84,2,2,4
2023-12-26,96,0,3,6
2023-10-12,115,4,3,1
2023-10-28,77,8,8,8
2023-12-03,95,4,10,6
2023-12-07,80,2,1,2
2023-10-10,103,2,6,5
2023-11-19,94,1,0,2
2023-10-14,95,6,12,4
2023-12-26,31,6,4,3
2023-12-13,11,6,3,9
2024-01-05,12,8,8,6
2023-12-30,73,11,8,9
2023-11-01,46,0,3,4
2023-12-18,2,5,11,12
2023-12-22,70,3,5,5
2023-10-18,37,7,3,5
2024-01-24,35,2,0,0
2024-01-01,40,2,2,2
2023-10-04,16,8,8,7
2023-11-05,60,4,2,3
2023-11-25,36,2,2,3
2023-12-11,3,9,5,8
2023-10-25,53,4,3,2
2023-12-17,30,6,11,3
2023-12-19,42,1,8,7
2023-11-09,49,3,6,5
2023-12-16,4,4,4,6
2023-11-07,15,3,4,2
2023-12-06,59,2,1,3
2023-10-10,65,2,2,3
2024-01-25,39,0,1,1
2023-12-27,55,2,3,2
2023-10-15,33,3,0,3
2023-10-10,32,7,7,8
2023-11-29,57,8,9,10
2023-12-07,41,14,7,8
2024-01-04,36,6,7,3
2024-01-19,14,4,0,0
2023-10-05,18,4,3,1
2023-12-05,49,5,3,6
2023-11-07,29,5,5,3
2023-10-06,57,9,7,5
2024-01-24,64,4,2,2
2024-01-13,50,8,8,9
2024-01-15,34,1,1,4
2023-12-18,99,2,3,3
2023-12-19,100,6,8,8
2023-11-15,82,7,5,2
2024-01-06,81,6,1,2
2023-11-24,105,24,22,26
2024-01-21,78,3,5,3
2023-12-14,117,11,14,9
2024-01-14,77,4,11,5
2023-10-14,84,1,4,4
2023-10-09,92,4,3,4
2023-12-09,103,2,1,3
2023-12-24,95,3,5,5
2023-10-04,95,8,7,6
2023-10-28,78,8,3,3
2023-12-27,85,8,6,7
2023-11-06,114,2,2,4
2023-11-05,77,5,6,6
2023-12-21,102,10,4,6
2023-12-03,99,2,1,2
2024-01-04,103,5,2,1
2024-01-08,91,4,6,5
2024-01-13,89,2,5,12
2023-10-22,78,5,7,4
2024-01-20,87,10,3,3
2024-01-20,101,4,6,4
2024-01-21,86,5,10,4
2023-12-27,62,2,3,1
2023-11-06,26,5,2,2
2023-11-28,69,5,2,4
2023-12-13,24,1,3,7
2023-10-30,49,8,5,4
2023-12-24,47,2,2,1
2023-10-25,40,1,1,3
2023-11-05,65,0,2,3
2023-10-25,19,2,5,5
2024-01-04,56,6,8,3
2024-01-02,64,1,1,1
2023-12-13,38,10,8,7
2023-11-03,52,5,5,3
2023-12-06,42,7,8,3
2023-12-01,39,2,1,3
2023-12-14,37,5,8,4
2023-12-24,16,10,7,6
2023-10-28,74,4,9,9
2023-10-23,29,7,4,3
2023-11-22,53,2,0,3
2023-10-01,27,4,9,8
2023-11-30,7,6,9,2
2023-10-05,35,2,2,3
2023-11-29,24,3,4,5
2023-10-30,32,8,7,3
2023-12-28,1,6,4,7
2023-10-16,70,6,3,4
2023-12-19,27,4,4,3
2023-10-10,48,2,0,2
2023-11-08,52,1,6,3
2023-12-27,7,5,7,10
2023-11-15,32,6,9,5
2024-01-26,1,7,5,7
2023-10-08,60,4,4,2
2023-11-08,18,1,0,2
2023-12-09,60,6,3,2
2023-12-28,3,6,4,6
2023-11-27,54,10,7,5
2024-01-13,12,10,3,9
2023-11-19,60,5,7,1
2024-01-12,14,3,1,2
2023-12-22,61,7,12,11
2023-12-16,57,7,3,10
2024-01-08,46,4,4,3
2024-01-30,48,3,2,2
2024-01-08,41,6,5,10
2023-12-01,70,3,4,5
2023-11-14,18,6,1,2
2023-10-09,100,12,5,5
2023-11-16,107,3,3,0
2023-10-25,78,3,4,0
2024-01-11,88,3,4,1
2023-10-13,110,1,5,0
2023-10-09,93,5,7,1
2024-01-24,81,2,1,3
2023-12-03,117,12,6,17
2023-12-26,103,4,6,1
2023-12-31,117,9,14,8
2024-01-08,82,5,4,6
2023-10-15,75,8,8,12
2023-10-07,78,3,1,2
2023-12-10,77,7,8,6
2023-10-15,95,4,6,5
2023-10-27,99,2,2,3
2024-01-18,87,4,10,8
2023-11-04,78,7,4,5
2023-11-16,92,0,0,2
2023-10-07,91,5,5,8
